"","data_set","unit","prediction_horizon","model","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","multiv_log_score"
"83","dengueSJ",1,3,"naive",990,12.4210526315791,120.295316156775,4,17,0,41,11,3.26638580463672,NA
"84","dengueSJ",1,4,"naive",990,14.0000000000002,151.043080113271,5,19,0,46,13,3.41868788662668,NA
"85","dengueSJ",1,5,"naive",990,13.5789473684212,142.502792479221,5,19,0,45,11,3.28392857714718,NA
"86","dengueSJ",1,6,"naive",990,16.2105263157897,199.946955054912,6,23,0,53,21,3.9235704961387,NA
"87","dengueSJ",1,7,"naive",990,18.684210526316,262.77452330933,7,26,1,61,18,3.7273009110466,NA
"88","dengueSJ",1,8,"naive",990,20.5263157894739,315.119742286569,8,28,1,67,20,3.82843939498093,NA
"89","dengueSJ",1,1,"naive",991,9.78947368421048,76.732306939962,3,14,0,33,6,2.8232513999222,NA
"90","dengueSJ",1,2,"naive",991,12.4210526315789,120.192125617252,4,17,0,41,11,3.26591738507474,NA
"91","dengueSJ",1,3,"naive",991,13.9999999999999,150.911987219446,5,19,0,46,13,3.41820690877516,NA
"92","dengueSJ",1,4,"naive",991,13.578947368421,142.379466296501,5,19,0,45,11,3.28347529223451,NA
"93","dengueSJ",1,5,"naive",991,16.2105263157894,199.771196161252,6,23,0,53,21,3.92311213264,NA
"94","dengueSJ",1,6,"naive",991,18.6842105263157,262.541030998512,7,26,1,61,18,3.7268052828157,NA
"95","dengueSJ",1,7,"naive",991,20.5263157894735,314.837939624592,8,28,1,67,20,3.8279400136136,NA
"96","dengueSJ",1,8,"naive",991,21.8421052631578,355.095355854896,8,30,1,71,17,3.70960058003344,NA
"97","dengueSJ",1,1,"naive",992,12.421052631579,120.117840954181,4,17,0,41,11,3.26557996436497,NA
"98","dengueSJ",1,2,"naive",992,14.0000000000001,150.817616248098,5,19,0,46,13,3.41786043437737,NA
"99","dengueSJ",1,3,"naive",992,13.5789473684212,142.290686414416,5,19,0,45,11,3.28314878281137,NA
"100","dengueSJ",1,4,"naive",992,16.2105263157896,199.644671091633,6,23,0,53,21,3.92278196285856,NA
"101","dengueSJ",1,5,"naive",992,18.684210526316,262.372944876289,7,26,1,61,18,3.72644824610337,NA
"102","dengueSJ",1,6,"naive",992,20.5263157894738,314.635075913501,8,28,1,67,20,3.82758027096524,NA
"103","dengueSJ",1,7,"naive",992,21.8421052631581,354.865650380586,8,30,1,71,17,3.709269251041,NA
"104","dengueSJ",1,8,"naive",992,24.0526315789475,427.894317595666,9,33,1,78,20,3.84871570828857,NA
"105","dengueSJ",1,1,"naive",993,14.0000000000001,150.687656154286,5,19,0,46,13,3.41738298388895,NA
"106","dengueSJ",1,2,"naive",993,13.5789473684211,142.168425917998,5,19,0,45,11,3.2826988668818,NA
"107","dengueSJ",1,3,"naive",993,16.2105263157895,199.470430965856,6,23,0,53,21,3.92232700014891,NA
"108","dengueSJ",1,4,"naive",993,18.6842105263159,262.1414702194,7,26,1,61,18,3.72595622831949,NA
"109","dengueSJ",1,5,"naive",993,20.5263157894738,314.3557083649,8,28,1,67,20,3.82708452110721,NA
"110","dengueSJ",1,6,"naive",993,21.842105263158,354.549318519587,8,30,1,71,17,3.70881269005487,NA
"111","dengueSJ",1,7,"naive",993,24.0526315789474,427.510717114681,9,33,1,78,20,3.84823885629988,NA
"112","dengueSJ",1,8,"naive",993,28.0526315789475,576.860641489271,11,39,1,91,18,3.84052872345995,NA
"113","dengueSJ",1,1,"naive",994,13.5789473684211,142.043179910284,5,19,0,45,11,3.28223763530996,NA
"114","dengueSJ",1,2,"naive",994,16.2105263157896,199.291936024512,6,23,0,53,21,3.92186059130107,NA
"115","dengueSJ",1,3,"naive",994,18.6842105263159,261.904343121838,7,26,1,61,18,3.72545179197295,NA
"116","dengueSJ",1,4,"naive",994,20.5263157894737,314.069518866472,8,28,1,67,20,3.8265762547147,NA
"117","dengueSJ",1,5,"naive",994,21.842105263158,354.225262067473,8,30,1,71,17,3.70834464160963,NA
"118","dengueSJ",1,6,"naive",994,24.0526315789474,427.117749392413,9,33,1,78,20,3.84774998432341,NA
"119","dengueSJ",1,7,"naive",994,28.0526315789475,576.326103103876,11,39,1,91,18,3.84012969066155,NA
"120","dengueSJ",1,8,"naive",994,36.4210526315791,960.597728491304,14,50,2,117,17,3.98149740431772,NA
"121","dengueSJ",1,1,"naive",995,16.2105263157895,199.123743782759,6,23,0,53,21,3.92142079157387,NA
"122","dengueSJ",1,2,"naive",995,18.6842105263158,261.680902962592,7,26,1,61,18,3.72497609694831,NA
"123","dengueSJ",1,3,"naive",995,20.5263157894737,313.79984818033,8,28,1,67,20,3.82609694436478,NA
"124","dengueSJ",1,4,"naive",995,21.842105263158,353.91991010218,8,30,1,71,17,3.70790329479541,NA
"125","dengueSJ",1,5,"naive",995,24.0526315789475,426.747463704511,9,33,1,78,20,3.8472889815174,NA
"126","dengueSJ",1,6,"naive",995,28.0526315789474,575.822418188979,11,39,1,90,18,3.83975349293813,NA
"127","dengueSJ",1,7,"naive",995,36.4210526315789,959.748710848633,14,50,2,117,17,3.98129534565749,NA
"128","dengueSJ",1,8,"naive",995,46.3684210526317,1542.93303758136,18,64,2,149,24,4.24573086485187,NA
"129","dengueSJ",1,1,"naive",996,18.6842105263158,261.45465791073,7,26,1,61,18,3.7244940593804,NA
"130","dengueSJ",1,2,"naive",996,20.5263157894737,313.526792259772,8,28,1,67,20,3.82561123979439,NA
"131","dengueSJ",1,3,"naive",996,21.8421052631579,353.610724987662,8,30,1,71,17,3.70745609670032,NA
"132","dengueSJ",1,4,"naive",996,24.0526315789474,426.372529740325,9,33,1,78,20,3.84682184659523,NA
"133","dengueSJ",1,5,"naive",996,28.0526315789474,575.312410408472,11,39,1,90,18,3.83937237776066,NA
"134","dengueSJ",1,6,"naive",996,36.421052631579,958.889035303986,14,50,2,117,17,3.9810908671229,NA
"135","dengueSJ",1,7,"naive",996,46.3684210526318,1541.53964273353,18,64,2,149,24,4.24545805647122,NA
"136","dengueSJ",1,8,"naive",996,42.3684210526315,1290.70263383807,16,58,2,136,52,4.79070289780493,NA
"137","dengueSJ",1,1,"naive",997,20.5263157894736,313.233564664365,8,28,1,67,20,3.82508923085021,NA
"138","dengueSJ",1,2,"naive",997,21.8421052631578,353.278699197926,8,30,1,71,17,3.70697551342093,NA
"139","dengueSJ",1,3,"naive",997,24.0526315789472,425.969897984419,9,33,1,78,20,3.84631981538238,NA
"140","dengueSJ",1,4,"naive",997,28.0526315789472,574.76472642194,11,39,1,90,18,3.83896288951858,NA
"141","dengueSJ",1,5,"naive",997,36.4210526315787,957.965852271457,14,50,2,117,17,3.98087141440701,NA
"142","dengueSJ",1,6,"naive",997,46.3684210526311,1540.04331253181,18,64,2,148,24,4.24516509693853,NA
"143","dengueSJ",1,7,"naive",997,42.3684210526314,1289.45333198066,16,58,2,136,52,4.79019056188958,NA
"144","dengueSJ",1,8,"naive",997,48.3684210526312,1673.67497474774,19,67,3,155,30,4.35473117868117,NA
"145","dengueSJ",1,1,"naive",998,21.8421052631579,352.94479364325,8,30,1,71,17,3.70649184425942,NA
"146","dengueSJ",1,2,"naive",998,24.0526315789474,425.564986727698,9,33,1,78,20,3.84581453675186,NA
"147","dengueSJ",1,3,"naive",998,28.0526315789474,574.213941720981,11,39,1,90,18,3.8385508543946,NA
"148","dengueSJ",1,4,"naive",998,36.4210526315789,957.037442635607,14,50,2,117,17,3.98065085734301,NA
"149","dengueSJ",1,5,"naive",998,46.3684210526316,1538.53851085249,18,64,2,148,24,4.24487048161159,NA
"150","dengueSJ",1,6,"naive",998,42.3684210526316,1288.19695719726,16,58,2,136,52,4.7896749018986,NA
"151","dengueSJ",1,7,"naive",998,48.3684210526317,1672.03756084638,19,67,3,155,30,4.35432700209497,NA
"152","dengueSJ",1,8,"naive",998,47.2631578947371,1597.57543729936,18,65,2,151,43,4.57711016950162,NA
"153","dengueSJ",1,1,"naive",999,24.0526315789473,425.191766767442,9,33,1,78,20,3.84534844442674,NA
"154","dengueSJ",1,2,"naive",999,28.0526315789474,573.706265431946,11,39,1,90,18,3.83817086494994,NA
"155","dengueSJ",1,3,"naive",999,36.4210526315789,956.181697082372,14,50,2,117,17,3.98044768605073,NA
"156","dengueSJ",1,4,"naive",999,46.3684210526319,1537.15148588436,18,64,2,148,24,4.24459892791606,NA
"157","dengueSJ",1,5,"naive",999,42.3684210526316,1287.03891543146,16,58,2,136,52,4.78919922442271,NA
"158","dengueSJ",1,6,"naive",999,48.3684210526317,1670.52830285208,19,67,3,155,30,4.35395427482323,NA
"159","dengueSJ",1,7,"naive",999,47.2631578947369,1596.13436710591,18,65,2,151,43,4.57661419004987,NA
"160","dengueSJ",1,8,"naive",999,52.2105263157894,1942.31573117734,20,72,3,167,42,4.57829933707962,NA
"161","dengueSJ",1,1,"naive",1000,28.0526315789473,573.17764574091,11,39,1,90,18,3.83777499230954,NA
"162","dengueSJ",1,2,"naive",1000,36.4210526315788,955.290649066684,14,50,2,117,17,3.98023625975484,NA
"163","dengueSJ",1,3,"naive",1000,46.3684210526316,1535.70724134122,18,64,2,148,24,4.24431617506063,NA
"164","dengueSJ",1,4,"naive",1000,42.3684210526314,1285.83310043939,16,58,2,136,52,4.78870353883096,NA
"165","dengueSJ",1,5,"naive",1000,48.3684210526317,1668.95678274789,19,67,3,155,30,4.35356598307859,NA
"166","dengueSJ",1,6,"naive",1000,47.2631578947368,1594.6338477851,18,65,2,151,43,4.57609732601979,NA
"167","dengueSJ",1,7,"naive",1000,52.2105263157897,1940.48463033349,20,72,3,167,42,4.57780622558567,NA
"168","dengueSJ",1,8,"naive",1000,54.3157894736842,2097.94022788148,21,75,3,173,42,4.58954402865633,NA
"169","dengueSJ",1,1,"naive",1001,36.4210526315787,954.559670449136,14,50,2,117,17,3.98006291134197,NA
"170","dengueSJ",1,2,"naive",1001,46.3684210526315,1534.52244337191,18,64,2,148,24,4.24408421927639,NA
"171","dengueSJ",1,3,"naive",1001,42.3684210526316,1284.8439001265,16,58,2,136,52,4.78829660547278,NA
"172","dengueSJ",1,4,"naive",1001,48.3684210526313,1667.6675732182,19,67,3,155,30,4.35324730129787,NA
"173","dengueSJ",1,5,"naive",1001,47.2631578947367,1593.40288433597,18,65,2,151,43,4.575672989017,NA
"174","dengueSJ",1,6,"naive",1001,52.2105263157892,1938.98247159466,20,72,3,167,42,4.57740140761108,NA
"175","dengueSJ",1,7,"naive",1001,54.3157894736838,2096.3144849332,21,75,3,173,42,4.58914830903101,NA
"176","dengueSJ",1,8,"naive",1001,55.4736842105259,2185.46232556049,21,76,3,177,41,4.58094491484087,NA
"177","dengueSJ",1,1,"naive",1002,46.3684210526313,1533.87065344649,18,64,2,148,24,4.24395661521758,NA
"178","dengueSJ",1,2,"naive",1002,42.3684210526314,1284.29971384759,16,58,2,136,52,4.78807262727619,NA
"179","dengueSJ",1,3,"naive",1002,48.3684210526312,1666.95834362383,19,67,3,155,30,4.35307193054424,NA
"180","dengueSJ",1,4,"naive",1002,47.2631578947364,1592.7256975113,18,65,2,151,43,4.57543942514451,NA
"181","dengueSJ",1,5,"naive",1002,52.2105263157892,1938.15609278774,20,72,3,167,42,4.57717859457062,NA
"182","dengueSJ",1,6,"naive",1002,54.3157894736839,2095.42011905612,21,75,3,173,42,4.58893050725918,NA
"183","dengueSJ",1,7,"naive",1002,55.4736842105259,2184.52942136049,21,76,3,177,41,4.58073388293296,NA
"184","dengueSJ",1,8,"naive",1002,57.6315789473681,2355.54704261541,22,79,3,184,34,4.50391563384416,NA
"185","dengueSJ",1,1,"naive",1003,42.3684210526317,1283.58438018909,16,58,2,136,52,4.78777808549868,NA
"186","dengueSJ",1,2,"naive",1003,48.3684210526316,1666.02606028606,19,67,3,155,30,4.35284134586561,NA
"187","dengueSJ",1,3,"naive",1003,47.2631578947368,1591.83553444112,18,65,2,151,43,4.57513227059455,NA
"188","dengueSJ",1,4,"naive",1003,52.2105263157895,1937.06981663893,20,72,3,167,42,4.57688558593446,NA
"189","dengueSJ",1,5,"naive",1003,54.3157894736843,2094.24447380429,21,75,3,173,42,4.58864409245075,NA
"190","dengueSJ",1,6,"naive",1003,55.4736842105262,2183.30311742687,21,76,3,177,41,4.58045637589837,NA
"191","dengueSJ",1,7,"naive",1003,57.6315789473685,2354.22347803087,22,79,3,184,34,4.50369981324297,NA
"192","dengueSJ",1,8,"naive",1003,69.2631578947372,3386.43040626669,27,95,4,221,46,4.73909004488283,NA
"193","dengueSJ",1,1,"naive",1004,48.3684210526319,1664.43030350764,19,67,3,154,30,4.35244650504893,NA
"194","dengueSJ",1,2,"naive",1004,47.2631578947368,1590.31187345138,18,65,2,151,43,4.57460616989994,NA
"195","dengueSJ",1,3,"naive",1004,52.2105263157894,1935.21047575246,20,72,3,167,42,4.57638373509607,NA
"196","dengueSJ",1,4,"naive",1004,54.3157894736843,2092.23216295026,21,75,3,173,42,4.58815354522519,NA
"197","dengueSJ",1,5,"naive",1004,55.4736842105263,2181.20409587928,21,76,3,177,41,4.57998109898184,NA
"198","dengueSJ",1,6,"naive",1004,57.6315789473684,2351.9579788292,22,79,3,184,34,4.5033302829826,NA
"199","dengueSJ",1,7,"naive",1004,69.263157894737,3383.15814890307,27,95,4,220,46,4.73865704967072,NA
"200","dengueSJ",1,8,"naive",1004,68.4736842105262,3307.25449258931,27,94,4,218,38,4.6499552893479,NA
"201","dengueSJ",1,1,"naive",1005,47.2631578947365,1589.11108326786,18,65,2,151,43,4.57419123613502,NA
"202","dengueSJ",1,2,"naive",1005,52.2105263157892,1933.74513779389,20,72,3,167,42,4.57598794533081,NA
"203","dengueSJ",1,3,"naive",1005,54.3157894736841,2090.64627006728,21,75,3,173,42,4.58776667910926,NA
"204","dengueSJ",1,4,"naive",1005,55.4736842105263,2179.5498666995,21,76,3,177,41,4.57960628799546,NA
"205","dengueSJ",1,5,"naive",1005,57.6315789473682,2350.17254937971,22,79,3,184,34,4.50303895322279,NA
"206","dengueSJ",1,6,"naive",1005,69.2631578947367,3380.57929799948,27,95,4,220,46,4.73831561856911,NA
"207","dengueSJ",1,7,"naive",1005,68.4736842105262,3304.73409503997,27,94,4,218,38,4.6496913570203,NA
"208","dengueSJ",1,8,"naive",1005,68.7368421052629,3329.92022914418,27,95,4,219,43,4.70191361206244,NA
"209","dengueSJ",1,1,"naive",1006,52.2105263157895,1931.8185376582,20,72,3,166,42,4.57546718720098,NA
"210","dengueSJ",1,2,"naive",1006,54.3157894736842,2088.56116647349,21,75,3,173,42,4.58725767424559,NA
"211","dengueSJ",1,3,"naive",1006,55.4736842105263,2177.37491576504,21,76,3,177,41,4.57911316080152,NA
"212","dengueSJ",1,4,"naive",1006,57.6315789473681,2347.82509867759,22,79,3,184,34,4.50265577768743,NA
"213","dengueSJ",1,5,"naive",1006,69.2631578947368,3377.18867096239,27,95,4,220,46,4.737866456488,NA
"214","dengueSJ",1,6,"naive",1006,68.4736842105257,3301.42032142732,27,94,4,218,38,4.64934426770905,NA
"215","dengueSJ",1,7,"naive",1006,68.7368421052633,3326.58093561344,27,95,4,219,43,4.70149540680188,NA
"216","dengueSJ",1,8,"naive",1006,63.7368421052629,2864.86016376102,25,88,4,203,43,4.66396084825494,NA
"217","dengueSJ",1,1,"naive",1007,54.315789473684,2086.5720445817,21,75,3,173,42,4.58677171796394,NA
"218","dengueSJ",1,2,"naive",1007,55.4736842105254,2175.30008239454,21,76,3,177,41,4.57864238082123,NA
"219","dengueSJ",1,3,"naive",1007,57.6315789473676,2345.58570606642,22,79,3,184,34,4.50229009192666,NA
"220","dengueSJ",1,4,"naive",1007,69.2631578947368,3373.9541216161,27,95,4,220,46,4.73743770045015,NA
"221","dengueSJ",1,5,"naive",1007,68.4736842105259,3298.25908778084,27,94,4,218,38,4.64901307560076,NA
"222","dengueSJ",1,6,"naive",1007,68.7368421052626,3323.39535678417,27,95,4,219,43,4.70109624018325,NA
"223","dengueSJ",1,7,"naive",1007,63.7368421052624,2862.12117475619,25,88,4,203,43,4.66352573168377,NA
"224","dengueSJ",1,8,"naive",1007,65.3684210526313,3008.85639682073,25,90,4,208,51,4.77533353872205,NA
"225","dengueSJ",1,1,"naive",1008,55.4736842105263,2173.27400705035,21,76,3,177,41,4.57818233139059,NA
"226","dengueSJ",1,2,"naive",1008,57.6315789473686,2343.39893857945,22,79,3,183,34,4.50193285968377,NA
"227","dengueSJ",1,3,"naive",1008,69.2631578947375,3370.79558330958,27,95,4,220,46,4.7370187655048,NA
"228","dengueSJ",1,4,"naive",1008,68.473684210526,3295.17214227484,27,94,4,218,38,4.64868959120591,NA
"229","dengueSJ",1,5,"naive",1008,68.7368421052636,3320.2846382008,27,95,4,219,43,4.70070625375212,NA
"230","dengueSJ",1,6,"naive",1008,63.7368421052637,2859.44655125648,25,88,4,203,43,4.66310057359602,NA
"231","dengueSJ",1,7,"naive",1008,65.3684210526317,3006.04308700496,25,90,4,208,51,4.77485363189313,NA
"232","dengueSJ",1,8,"naive",1008,63.1052631578954,2803.68318436428,25,87,4,201,46,4.69677717920004,NA
"233","dengueSJ",1,1,"naive",1009,57.6315789473682,2341.28180730541,22,79,3,183,34,4.50158687150101,NA
"234","dengueSJ",1,2,"naive",1009,69.2631578947364,3367.73762663661,27,95,4,220,46,4.73661293135774,NA
"235","dengueSJ",1,3,"naive",1009,68.4736842105256,3292.18349857552,27,94,4,218,38,4.64837633735749,NA
"236","dengueSJ",1,4,"naive",1009,68.7368421052627,3317.27297846244,27,95,4,218,43,4.70032849766421,NA
"237","dengueSJ",1,5,"naive",1009,63.7368421052626,2856.85709943253,25,88,4,203,43,4.66268870307368,NA
"238","dengueSJ",1,6,"naive",1009,65.3684210526309,3003.31936524215,25,90,4,208,51,4.77438865887453,NA
"239","dengueSJ",1,7,"naive",1009,63.1052631578945,2801.14479689384,25,87,4,201,46,4.69633483982172,NA
"240","dengueSJ",1,8,"naive",1009,60.2105263157892,2552.81515529381,23,83,3,192,60,4.89448245071604,NA
"241","dengueSJ",1,1,"naive",1010,69.2631578947366,3365.34322916785,27,95,4,220,46,4.73629499597676,NA
"242","dengueSJ",1,2,"naive",1010,68.4736842105263,3289.8433735594,27,94,4,218,38,4.6481310094471,NA
"243","dengueSJ",1,3,"naive",1010,68.7368421052631,3314.91483175684,27,95,4,218,43,4.70003258294671,NA
